Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,nominal_length,Organism,Platform,ReleaseDate,Run_ID,sample_acc,Sample Name,SRA Study
SRR8379201,OTHER,602,62038508,PRJNA511248,SAMN10636612,Metagenome or environmental,38112764,JGI,2016-10-11,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189250,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAYH,PAIRED,PCR,METAGENOMIC,62,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195561,Gp0358403,SRP174739
SRR8379202,OTHER,602,72300200,PRJNA511236,SAMN10636633,Metagenome or environmental,44433466,JGI,2016-10-06,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189249,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATS,PAIRED,PCR,METAGENOMIC,72,42,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195562,Gp0358343,SRP174740
SRR8379203,OTHER,602,75881498,PRJNA511235,SAMN10636609,Metagenome or environmental,46505548,JGI,2016-10-12,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189248,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATP,PAIRED,PCR,METAGENOMIC,75,44,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195560,Gp0358342,SRP174738
SRR8379204,OTHER,602,74780440,PRJNA511241,SAMN10636689,Metagenome or environmental,46372400,JGI,2016-10-04,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189247,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATY,PAIRED,PCR,METAGENOMIC,74,44,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195558,Gp0358349,SRP174736
SRR8379205,OTHER,602,101889704,PRJNA511240,SAMN10636696,Metagenome or environmental,63043645,JGI,2016-10-12,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189246,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATX,PAIRED,PCR,METAGENOMIC,101,60,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195559,Gp0358348,SRP174737
SRR8379206,OTHER,602,61332362,PRJNA511237,SAMN10636922,Metagenome or environmental,37954453,JGI,2016-11-02,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189245,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATT,PAIRED,PCR,METAGENOMIC,61,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195557,Gp0358345,SRP174735
SRR8379207,OTHER,602,962598,PRJNA511162,SAMN10637061,Metagenome or environmental,682574,JGI,2016-11-15,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189244,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAZA,PAIRED,PCR,METAGENOMIC,0,0,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195556,Gp0358415,SRP174734
SRR8379208,OTHER,602,2140712,PRJNA511233,SAMN10636697,Metagenome or environmental,1408192,JGI,2016-09-27,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189243,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATN,PAIRED,PCR,METAGENOMIC,2,1,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195555,Gp0358340,SRP174733
SRR8379209,OTHER,602,102678324,PRJNA511234,SAMN10636715,Metagenome or environmental,62918710,JGI,2016-10-24,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189242,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATO,PAIRED,PCR,METAGENOMIC,102,60,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195554,Gp0358341,SRP174732
SRR8379210,OTHER,602,61039188,PRJNA511172,SAMN10636716,Metagenome or environmental,37754679,JGI,2016-10-02,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189241,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUS,PAIRED,PCR,METAGENOMIC,61,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195552,Gp0358360,SRP174730
SRR8379211,OTHER,602,66539060,PRJNA511176,SAMN10636601,Metagenome or environmental,41108753,JGI,2016-09-27,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189240,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUX,PAIRED,PCR,METAGENOMIC,66,39,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195553,Gp0358364,SRP174731
SRR8379212,OTHER,602,83797798,PRJNA511183,SAMN10636627,Metagenome or environmental,51604741,JGI,2016-10-03,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189239,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWH,PAIRED,PCR,METAGENOMIC,83,49,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195551,Gp0358372,SRP174729
SRR8379213,OTHER,602,93846382,PRJNA511184,SAMN10636679,Metagenome or environmental,58044987,JGI,2016-10-18,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189238,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWN,PAIRED,PCR,METAGENOMIC,93,55,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195549,Gp0358373,SRP174727
SRR8379214,OTHER,602,100148720,PRJNA511179,SAMN10637056,Metagenome or environmental,61611457,JGI,2016-11-03,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189237,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWA,PAIRED,PCR,METAGENOMIC,100,58,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195548,Gp0358367,SRP174726
SRR8379215,OTHER,602,74671478,PRJNA511182,SAMN10636678,Metagenome or environmental,46848714,JGI,2016-10-31,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189236,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWG,PAIRED,PCR,METAGENOMIC,74,44,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195550,Gp0358371,SRP174728
SRR8379216,OTHER,602,87755346,PRJNA511180,SAMN10636629,Metagenome or environmental,53736336,JGI,2016-10-21,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189235,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWB,PAIRED,PCR,METAGENOMIC,87,51,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195545,Gp0358368,SRP174723
SRR8379217,OTHER,602,66638390,PRJNA511181,SAMN10636628,Metagenome or environmental,40894326,JGI,2016-10-25,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189234,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWC,PAIRED,PCR,METAGENOMIC,66,38,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195547,Gp0358369,SRP174725
SRR8379218,OTHER,602,64745702,PRJNA511177,SAMN10636912,Metagenome or environmental,39794361,JGI,2016-11-08,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5189233,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUY,PAIRED,PCR,METAGENOMIC,64,37,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195546,Gp0358365,SRP174724
SRR8379219,OTHER,602,81440366,PRJNA511178,SAMN10636911,Metagenome or environmental,50112001,JGI,2016-09-30,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189232,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUZ,PAIRED,PCR,METAGENOMIC,81,47,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195543,Gp0358366,SRP174721
SRR8379220,OTHER,602,65760674,PRJNA511165,SAMN10636631,Metagenome or environmental,40735832,JGI,2016-10-26,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189231,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUB,PAIRED,PCR,METAGENOMIC,65,38,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195544,Gp0358352,SRP174722
SRR8379221,OTHER,602,85140258,PRJNA511164,SAMN10636632,Metagenome or environmental,52708610,JGI,2016-10-05,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189230,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUA,PAIRED,PCR,METAGENOMIC,85,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195542,Gp0358351,SRP174720
SRR8379222,OTHER,602,69728456,PRJNA511174,SAMN10636694,Metagenome or environmental,43455886,JGI,2016-11-04,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189229,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUU,PAIRED,PCR,METAGENOMIC,69,41,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195540,Gp0358362,SRP174718
SRR8379223,OTHER,602,46600218,PRJNA511173,SAMN10636695,Metagenome or environmental,28947742,JGI,2016-09-28,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189228,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUT,PAIRED,PCR,METAGENOMIC,46,27,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195541,Gp0358361,SRP174719
SRR8379224,OTHER,602,93110136,PRJNA511171,SAMN10636914,Metagenome or environmental,57341941,JGI,2016-10-25,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189227,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUP,PAIRED,PCR,METAGENOMIC,93,54,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195539,Gp0358359,SRP174717
SRR8379225,OTHER,602,105190470,PRJNA511175,SAMN10636693,Metagenome or environmental,64667426,JGI,2016-11-13,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189226,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUW,PAIRED,PCR,METAGENOMIC,105,61,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195538,Gp0358363,SRP174716
SRR8379226,OTHER,602,88798612,PRJNA511169,SAMN10636630,Metagenome or environmental,54983692,JGI,2016-10-20,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189225,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUN,PAIRED,PCR,METAGENOMIC,88,52,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195537,Gp0358356,SRP174715
SRR8379227,OTHER,602,54899992,PRJNA511166,SAMN10636918,Metagenome or environmental,34227512,JGI,2016-10-19,public,sra,"s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5189224,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUC,PAIRED,PCR,METAGENOMIC,54,32,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195536,Gp0358353,SRP174714
SRR8379228,OTHER,602,95840206,PRJNA511168,SAMN10637055,Metagenome or environmental,59458779,JGI,2016-09-30,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189223,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUH,PAIRED,PCR,METAGENOMIC,95,56,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195535,Gp0358355,SRP174713
SRR8379229,OTHER,602,82905032,PRJNA511170,SAMN10636677,Metagenome or environmental,51670742,JGI,2016-11-14,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189222,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAUO,PAIRED,PCR,METAGENOMIC,82,49,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195534,Gp0358358,SRP174712
SRR8379230,OTHER,602,86629606,PRJNA511187,SAMN10636680,Metagenome or environmental,53296548,JGI,2016-09-29,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189221,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWS,PAIRED,PCR,METAGENOMIC,86,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195533,Gp0358376,SRP174711
SRR8379231,OTHER,602,103485606,PRJNA511185,SAMN10636626,Metagenome or environmental,63839796,JGI,2016-11-13,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189220,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWO,PAIRED,PCR,METAGENOMIC,103,60,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195532,Gp0358374,SRP174710
SRR8379232,OTHER,602,48110636,PRJNA511189,SAMN10636623,Metagenome or environmental,29489159,JGI,2016-11-08,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189219,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWU,PAIRED,PCR,METAGENOMIC,48,28,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195531,Gp0358378,SRP174709
SRR8379233,OTHER,602,80089478,PRJNA511188,SAMN10636624,Metagenome or environmental,49146629,JGI,2016-11-11,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189218,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWT,PAIRED,PCR,METAGENOMIC,80,46,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195530,Gp0358377,SRP174708
SRR8379234,OTHER,602,62297368,PRJNA511190,SAMN10636909,Metagenome or environmental,38294746,JGI,2016-11-09,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189217,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWW,PAIRED,PCR,METAGENOMIC,62,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195529,Gp0358379,SRP174707
SRR8379235,OTHER,602,84900662,PRJNA511186,SAMN10636625,Metagenome or environmental,52644426,JGI,2016-10-17,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189216,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWP,PAIRED,PCR,METAGENOMIC,84,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195528,Gp0358375,SRP174706
SRR8379236,OTHER,602,84473242,PRJNA511192,SAMN10636602,Metagenome or environmental,52870189,JGI,2016-11-04,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189215,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWY,PAIRED,PCR,METAGENOMIC,84,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195527,Gp0358381,SRP174705
SRR8379237,OTHER,602,97596240,PRJNA511191,SAMN10636907,Metagenome or environmental,60614274,JGI,2016-11-06,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189214,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWX,PAIRED,PCR,METAGENOMIC,97,57,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195526,Gp0358380,SRP174704
SRR8379238,OTHER,602,80643318,PRJNA511193,SAMN10636681,Metagenome or environmental,49943524,JGI,2016-10-21,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189213,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAWZ,PAIRED,PCR,METAGENOMIC,80,47,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195525,Gp0358382,SRP174703
SRR8379239,OTHER,602,81561970,PRJNA511232,SAMN10636698,Metagenome or environmental,50264310,JGI,2016-10-20,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189212,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATH,PAIRED,PCR,METAGENOMIC,81,47,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195523,Gp0358339,SRP174701
SRR8379240,OTHER,602,80336900,PRJNA511239,SAMN10636610,Metagenome or environmental,49724689,JGI,2016-10-01,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5189211,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATW,PAIRED,PCR,METAGENOMIC,80,47,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195524,Gp0358347,SRP174702
SRR8379241,OTHER,602,103392898,PRJNA511238,SAMN10636920,Metagenome or environmental,64698633,JGI,2016-11-06,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189210,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATU,PAIRED,PCR,METAGENOMIC,103,61,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195522,Gp0358346,SRP174700
SRR8379242,OTHER,602,85830150,PRJNA511201,SAMN10637059,Metagenome or environmental,53349651,JGI,2016-11-15,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189209,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXP,PAIRED,PCR,METAGENOMIC,85,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195520,Gp0358391,SRP174698
SRR8379243,OTHER,602,85079456,PRJNA511163,SAMN10636676,Metagenome or environmental,52650537,JGI,2016-10-10,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189208,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUATZ,PAIRED,PCR,METAGENOMIC,85,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195521,Gp0358350,SRP174699
SRR8379244,OTHER,602,81985176,PRJNA511243,SAMN10636893,Metagenome or environmental,50432189,JGI,2016-11-10,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189207,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXZ,PAIRED,PCR,METAGENOMIC,81,48,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195519,Gp0358398,SRP174697
SRR8379245,OTHER,602,69084316,PRJNA511194,SAMN10636622,Metagenome or environmental,42911677,JGI,2016-11-12,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5189206,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXA,PAIRED,PCR,METAGENOMIC,69,40,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195518,Gp0358383,SRP174695
SRR8379246,OTHER,602,61698378,PRJNA511206,SAMN10636895,Metagenome or environmental,38191702,JGI,2016-11-11,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189205,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXX,PAIRED,PCR,METAGENOMIC,61,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195517,Gp0358396,SRP174696
SRR8379247,OTHER,602,94110660,PRJNA511242,SAMN10636671,Metagenome or environmental,58319067,JGI,2016-11-14,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189204,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXY,PAIRED,PCR,METAGENOMIC,94,55,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195516,Gp0358397,SRP174694
SRR8379248,OTHER,602,72771566,PRJNA511204,SAMN10636899,Metagenome or environmental,45194644,JGI,2016-10-18,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189203,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXU,PAIRED,PCR,METAGENOMIC,72,43,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195515,Gp0358394,SRP174693
SRR8379249,OTHER,602,58997806,PRJNA511205,SAMN10636897,Metagenome or environmental,36762059,JGI,2016-11-16,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5189202,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXW,PAIRED,PCR,METAGENOMIC,58,35,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195513,Gp0358395,SRP174691
SRR8379250,OTHER,602,69421436,PRJNA511202,SAMN10636620,Metagenome or environmental,43243525,JGI,2016-11-07,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189201,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXS,PAIRED,PCR,METAGENOMIC,69,41,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195514,Gp0358392,SRP174692
SRR8379251,OTHER,602,77110180,PRJNA511203,SAMN10636683,Metagenome or environmental,47670827,JGI,2016-10-07,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189200,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXT,PAIRED,PCR,METAGENOMIC,77,45,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195512,Gp0358393,SRP174690
SRR8379252,OTHER,602,84761600,PRJNA511195,SAMN10636905,Metagenome or environmental,53329928,JGI,2016-10-31,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5189199,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXB,PAIRED,PCR,METAGENOMIC,84,50,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195510,Gp0358384,SRP174689
SRR8379253,OTHER,602,71817998,PRJNA511196,SAMN10636621,Metagenome or environmental,44884078,JGI,2016-10-28,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5189198,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUAXC,PAIRED,PCR,METAGENOMIC,71,42,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195511,Gp0358385,SRP174688
SRR8379254,OTHER,602,61727274,PRJNA511219,SAMN10636928,Metagenome or environmental,38333957,JGI,2016-11-03,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5189197,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASO,PAIRED,PCR,METAGENOMIC,61,36,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195509,Gp0358325,SRP174687
SRR8379255,OTHER,602,70867440,PRJNA511217,SAMN10636930,Metagenome or environmental,44301853,JGI,2016-11-16,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5189196,USA,North America,"USA: California\, Monterey Bay",not applicable,Illumina MiSeq,Surface Seawater,36.8313 N 121.9047 W,CUASH,PAIRED,PCR,METAGENOMIC,70,42,400,seawater metagenome,ILLUMINA,2018-12-28T00:00:00Z,12518,SRS4195508,Gp0358322,SRP174686
