taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Ichthyosporea		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Filasterea		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Eccrinales		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Corallochytrea		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Choanoflagellida		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:uncultured		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Paraphelidium		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Aphelidium		0	0	334279	0	0
d:Eukaryota,p:Opisthokonta,c:Aphelidea,o:Amoeboaphelidium_protococcarum		0	0	334279	0	0
d:Eukaryota,p:NAMAKO-1,c:uncultured_eukaryote,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_Telonemida		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_Telonema		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_syndiniales		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_marine_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Telonema,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Rigifilida,o:Rigifila		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Rigifilida,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Palustrimonas,o:Palustrimonas_yorkeensis		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Palpitomonas,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Palpitomonas,o:uncultured_dinoflagellate		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Mantamonas,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:uncultured_fungus		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:Subulatomonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:Pygsuia		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Breviatea,o:NAMAKO-2		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:uncultured_Apusomonadidae		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Multimonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Fabomonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Apusomonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Apusomonadidae,o:Amastigomonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:Nutomonas		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Incertae_Sedis,c:Ancyromonadida,o:Ancyromonas		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:uncultured,o:uncultured_haptophyte		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:uncultured_eukaryote,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:T58,o:uncultured_marine_haptophyte		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:uncultured		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:SGUH624		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Prymnesiales		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Phaeocystis		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:marine_metagenome		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Isochrysidales		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Prymnesiophyceae,o:Coccolithales		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Rebecca		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Pavlova		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Exanthemachrysis		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:Diacronema		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pavlovophyceae,o:AA5F1		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pav3,o:uncultured_haptophyte		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Pav3,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Haptophyta,c:Haptophyceae_sp._EE-2014,o:Haptophyceae_sp._EE-2014		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:Metamonada,o:Preaxostyla		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:Metamonada,o:Parabasalia		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:Metamonada,o:Fornicata		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:metagenome,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:Discoba,o:Jakobida		0	0	334279	0	0
d:Eukaryota,p:Excavata,c:Discoba,o:Discicristata		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_marine_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_Goniomonas		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_freshwater_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:uncultured,o:eukaryotic_picoplankton_environmental_sample		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:uncultured		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Leucocryptos		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Katablepharis		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Kathablepharidae,o:Hatena		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:uncultured_microeukaryote		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Goniomonas,o:uncultured_cryptophyte		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:uncultured_cryptophyte		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:uncultured		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Teleaulax		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Rhodomonas		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Proteomonas		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Plagioselmis		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Hemiselmis		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Guillardia		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Geminigera		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Cryptomonas		0	0	334279	0	0
d:Eukaryota,p:Cryptophyceae,c:Cryptomonadales,o:Chroomonas		0	0	334279	0	0
d:Eukaryota,p:Collodictyonidae,c:Diphylleia,o:Diphylleia_rotans		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:uncultured_marine_eukaryote,o:uncultured_marine_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:uncultured_eukaryote,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:Raphidiophryidae,o:Raphidiophrys		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:M1-18D08,o:uncultured_marine_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:Heterophryidae,o:Oxnerella		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:H26-1,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:H15-6,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:CV1-B1-93,o:uncultured_centroheliozoan		0	0	334279	0	0
d:Eukaryota,p:Centrohelida,c:Acanthocystidae,o:Pterocystis		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Stylonematales		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Rhodellophyceae		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Porphyridiophyceae		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Florideophycidae		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Cyanidiales		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Compsopogonales		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Rhodophyceae,o:Bangiales		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Glaucophyta,o:Gloeochaete		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Glaucophyta,o:Glaucocystis		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Glaucophyta,o:Cyanoptyche		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Chloroplastida,o:Chlorophyta		0	0	334279	0	0
d:Eukaryota,p:Archaeplastida,c:Chloroplastida,o:Charophyta		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:uncultured,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:uncultured,o:uncultured_Amoebozoa		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:uncultured,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:uncultured,o:marine_metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Leptomyxida		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Incertae_Sedis		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Euamoebida		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Tubulinea,o:Arcellinida		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:uncultured_Amoebozoa		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Schizoplasmodiida,o:Phalansterium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:uncultured_Peniaceae		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:Protostelium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:Planoprotostelium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Protosteliida,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Protosporangiida,o:Protosporangiidae		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Comatricha		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Mycamoeba,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:metagenome,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Ischnamoeba		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Dictyamoeba		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Arboramoeba		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:Telaepolella		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:Flamella		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Discosea,o:metagenome		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Discosea,o:Longamoebia		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Discosea,o:Flabellinia		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Polysphondylium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Dictyostelium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Acytostelium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:uncultured_eukaryote		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Tychosporium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Schizoplasmodiopsis		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Cavostelium		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Archamoebae,o:Incertae_Sedis		0	0	334279	0	0
d:Eukaryota,p:Amoebozoa,c:Archamoebae,o:Entamoebida		0	0	334279	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_organism,o:uncultured_organism	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	334279	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_deep-sea_bacterium,o:uncultured_deep-sea_bacterium	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Zixibacteria,c:candidate_division_Zixibacteria_bacterium_RBG_16_43_9,o:candidate_division_Zixibacteria_bacterium_RBG_16_43_9	4.0000	0	4.0	334279	0	0
d:Bacteria,p:WS4,c:uncultured_Thermoanaerobacterales_bacterium,o:uncultured_Thermoanaerobacterales_bacterium	1.0000	0	1.0	334279	0	0
d:Bacteria,p:WS4,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	334279	0	0
d:Bacteria,p:WS2,c:uncultured_organism,o:uncultured_organism	1.0000	0	1.0	334279	0	0
d:Bacteria,p:WS2,c:uncultured_bacterium,o:uncultured_bacterium	2.0000	0	2.0	334279	0	0
d:Bacteria,p:WS1,c:uncultured_organism,o:uncultured_organism	1.0000	0	1.0	334279	0	0
d:Bacteria,p:WS1,c:uncultured_anaerobic_bacterium,o:uncultured_anaerobic_bacterium	7.0000	0	7.0	334279	0	0
d:Bacteria,p:WPS-2,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	334279	0	0
d:Bacteria,p:WPS-2,c:metagenome,o:metagenome		0	0	334279	0	0
d:Bacteria,p:WPS-2,c:marine_metagenome,o:marine_metagenome	29.0000	0	29.0	334279	0	0
d:Bacteria,p:WOR-1,c:uncultured_bacterium,o:uncultured_bacterium	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Methylacidiphilales	15.0000	0	15.0	334279	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Chthoniobacterales	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:uncultured	7.0000	0	7.0	334279	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Thermotogales	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Petrotogales	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Kosmotogales	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:T2WK15B57		0	0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39	8.0000	0	8.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_Incertae_Sedis	36.0000	0	36.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Izimaplasmatales	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Haloplasmatales		0	0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:EUB33-2	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:EMP-G18		0	0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:DMI		0	0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Anaeroplasmatales	5.0000	0	5.0	334279	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Acholeplasmatales	3.0000	0	3.0	334279	0	0
d:Bacteria,p:TA06,c:uncultured_organism,o:uncultured_organism	1.0000	0	1.0	334279	0	0
d:Bacteria,p:TA06,c:uncultured_bacterium,o:uncultured_bacterium		0	0	334279	0	0
d:Bacteria,p:Spirochaetes,c:uncultured,o:uncultured_bacterium	5.0000	0	5.0	334279	0	0
d:Bacteria,p:Spirochaetes,c:Spirochaetia,o:Brevinematales		0	0	334279	0	0
d:Bacteria,p:Spirochaetes,c:MVP-15,o:uncultured_bacterium		0	0	334279	0	0
d:Bacteria,p:Spirochaetes,c:Leptospirae,o:Leptospirales	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Spirochaetes,c:Brachyspirae,o:Brachyspirales	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_proteobacterium,o:uncultured_proteobacterium	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_bacterium,o:uncultured_bacterium	14.0000	0	14.0	334279	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Methylomirabilales	8.0000	0	8.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Magnetococcia,o:Magnetococcales	21.0000	0	21.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WN-HWB-116		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WD260	8.0000	0	8.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:uncultured	181.0000	0	181.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:UBA4486	73.0000	0	73.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiohalorhabdales	56.0000	0	56.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB50	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB30	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SS1-B-07-19		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SS1-B-04-55	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Salinisphaerales	11.0000	0	11.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:S1-3-65	11.0000	0	11.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154	7.0000	0	7.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:R7C24	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:pItb-vmat-80	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pasteurellales	19.0000	0	19.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:P0X4b2H11	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Orbales	10.0000	0	10.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrosococcales	127.0000	0	127.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Milano-WF1B-44	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MD2904-B13	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MBAE14	13.0000	0	13.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:KF-JG30-C25	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JG36-GS-52	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Immundisolibacterales	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:I3A		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HglApr721	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HgCo23	85.0000	0	85.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Halothiobacillales	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:FGL7S		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EV818SWSAP88	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:eub62A3	7.0000	0	7.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EC3	13.0000	0	13.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales	14.0000	0	14.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales	216.0000	0	216.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CH2b56	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCD24	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cardiobacteriales	17.0000	0	17.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Beggiatoales	12.0000	0	12.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD7-8	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD72BR169	12.0000	0	12.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B2M28	25.0000	0	25.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B108		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s16	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidiferrobacterales	7.0000	0	7.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:1013-28-CG33	11.0000	0	11.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales	19.0000	0	19.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Sva0485	9.0000	0	9.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Rs-K70_termite_group		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:RCP2-54	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:NKB15	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:MBNT15	11.0000	0	11.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:FW113	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:DTB120	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfarculales	53.0000	0	53.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Deltaproteobacteria_Incertae_Sedis	12.0000	0	12.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:10bav-F6	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Reyranellales	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Paracaedibacterales	29.0000	0	29.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:NRL2	5.0000	0	5.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micropepsales	7.0000	0	7.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Kordiimonadales	20.0000	0	20.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Emcibacterales		0	0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dstr-E11	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales	5.0000	0	5.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caedibacterales	4.0000	0	4.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Azospirillales	30.0000	0	30.0	334279	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Alphaproteobacteria_Incertae_Sedis	6.0000	0	6.0	334279	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Clostridium_sp.,o:uncultured_Clostridium_sp.		0	0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:wastewater_metagenome		0	0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_Planctomycetales_bacterium	3.0000	0	3.0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_organism	5.0000	0	5.0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_bacterium	2.0000	0	2.0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:metagenome	1.0000	0	1.0	334279	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:bacterium_09.96.18	2.0000	0	2.0	334279	0	0
