taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Eukaryota,p:Amoebozoa,c:Discosea,o:Flabellinia		0	0	18914	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Dictyostelium		0	0	18914	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:uncultured_eukaryote		0	0	18914	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Schizoplasmodiopsis		0	0	18914	0	0
d:Eukaryota,p:Amoebozoa,c:Archamoebae,o:Incertae_Sedis		0	0	18914	0	0
d:Eukaryota,p:Alveolata,c:Dinophyta,o:Dinophyceae		0	0	18914	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_organism,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	18914	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:WPS-2,c:uncultured_cyanobacterium,o:uncultured_cyanobacterium		0	0	18914	0	0
d:Bacteria,p:WPS-2,c:uncultured_bacterium,o:uncultured_bacterium	32.0000	0	32.0	18914	0	0
d:Bacteria,p:WPS-2,c:metagenome,o:metagenome	7.0000	0	7.0	18914	0	0
d:Bacteria,p:WPS-2,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome	51.0000	0	51.0	18914	0	0
d:Bacteria,p:WOR-1,c:uncultured_bacterium,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales	8.0000	0	8.0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:uncultured		0	0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:S-BQ2-57_soil_group	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Pedosphaerales		0	0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Opitutales	21.0000	0	21.0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Methylacidiphilales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:LD1-PB3		0	0	18914	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Chthoniobacterales		0	0	18914	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:uncultured	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Petrotogales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Kosmotogales		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:T2WK15B57	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mycoplasmatales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_Incertae_Sedis		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Izimaplasmatales		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Entomoplasmatales		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Anaeroplasmatales		0	0	18914	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Acholeplasmatales		0	0	18914	0	0
d:Bacteria,p:TA06,c:uncultured_bacterium_UASB_TL20,o:uncultured_bacterium_UASB_TL20		0	0	18914	0	0
d:Bacteria,p:TA06,c:candidate_division_TA06_bacterium_SM23_40,o:candidate_division_TA06_bacterium_SM23_40		0	0	18914	0	0
d:Bacteria,p:Synergistetes,c:Synergistia,o:Synergistales		0	0	18914	0	0
d:Bacteria,p:Spirochaetes,c:MVP-15,o:uncultured_bacterium	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Spirochaetes,c:Leptospirae,o:Leptospirales		0	0	18914	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_proteobacterium,o:uncultured_proteobacterium	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_bacterium,o:uncultured_bacterium	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Rokubacteriales		0	0	18914	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Methylomirabilales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Zetaproteobacteria,o:Mariprofundales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Magnetococcia,o:Magnetococcales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WN-HWB-116		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WD260	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Vibrionales	5.0000	0	5.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:uncultured	5.0000	0	5.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:UBA4486		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:UBA10353_marine_group	113.0000	0	113.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiomicrospirales	52.0000	0	52.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiohalorhabdales	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Tenderiales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB50		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB30		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Steroidobacterales	14.0000	0	14.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SS1-B-04-55		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SBYH-1030		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Salinisphaerales	102.0000	0	102.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:S1-3-65		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:R7C24		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:pItb-vmat-80	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pasteurellales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:P0X4b2H11	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Orbales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:OM182_clade	6.0000	0	6.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrosococcales	131.0000	0	131.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrococcales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Milano-WF1B-44		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MD2904-B13	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MBMPE27		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MBAE14		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales	8.0000	0	8.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:KI89A_clade	17.0000	0	17.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:KF-JG30-C25		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JTB23	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JG36-GS-52		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Immundisolibacterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:I3A		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HgCo23	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Halothiobacillales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Ga0077536	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Francisellales	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:FGL7S		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EV818SWSAP88		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:eub62A3	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EPR3968-O8a-Bc78	17.0000	0	17.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacteriales	10.0000	0	10.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Ectothiorhodospirales	7.0000	0	7.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EC3		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:D90		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Coxiellales	8.0000	0	8.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CHAB-XI-27		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCM19a		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCD24		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cardiobacteriales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Beggiatoales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD7-8		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD72BR169	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B2M28	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s2-59	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s16		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Arenicellales	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidithiobacillales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidiferrobacterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:211ds20		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:1013-28-CG33	9.0000	0	9.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:TX1A-33		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Thermodesulfobacteriales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Sva0485		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:RCP2-54	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:NB1-j	54.0000	0	54.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales	28.0000	0	28.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:MBNT15	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:FW113		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:DTB120		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfovibrionales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfobacterales	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfarculales	8.0000	0	8.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Deltaproteobacteria_Incertae_Sedis		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:10bav-F6		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Thalassobaculales	14.0000	0	14.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sneathiellales	21.0000	0	21.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodovibrionales	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Reyranellales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Puniceispirillales	31.0000	0	31.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Parvibaculales	7.0000	0	7.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:NRL2		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micropepsales	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micavibrionales	76.0000	0	76.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Kordiimonadales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Holosporales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Emcibacterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Elsterales		0	0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Azospirillales	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Alphaproteobacteria_Incertae_Sedis	3.0000	0	3.0	18914	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Firmicutes_bacterium,o:uncultured_Firmicutes_bacterium		0	0	18914	0	0
d:Bacteria,p:Poribacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Poribacteria,c:marine_metagenome,o:marine_metagenome		0	0	18914	0	0
d:Bacteria,p:Poribacteria,c:Candidatus_Poribacteria_bacterium_WGA-A3,o:Candidatus_Poribacteria_bacterium_WGA-A3		0	0	18914	0	0
d:Bacteria,p:Poribacteria,c:Candidatus_Poribacteria_bacterium_WGA-4E,o:Candidatus_Poribacteria_bacterium_WGA-4E		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_planctomycete		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:metagenome		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:uncultured	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Pirellulales	69.0000	0	69.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Isosphaerales		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Gemmatales		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_planctomycete	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_organism	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_deep-sea_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_bacterium	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_marine_bacterioplankton		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_planctomycete	9.0000	0	9.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_deep-sea_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_bacterium	12.0000	0	12.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:marine_metagenome	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:hydrothermal_vent_metagenome	2.0000	0	2.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Tepidisphaerales		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:S-70		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Pla1_lineage	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:mle1-8		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:CCM11a		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:C86		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:B103G10		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:unidentified_bacterium_wb1_D18		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Rhodopirellula_sp.		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_planctomycete	21.0000	0	21.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetales_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetaceae_bacterium	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomyces_sp.	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_marine_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_deep-sea_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_bacterium	37.0000	0	37.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:metagenome	4.0000	0	4.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:marine_metagenome		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:hydrothermal_vent_metagenome		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_planctomycete	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:Brocadiae,o:Brocadiales		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_planctomycete		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetales_bacterium	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetaceae_bacterium		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_bacterium	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_planctomycete	1.0000	0	1.0	18914	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_bacterium	3.0000	0	3.0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_planctomycete,o:uncultured_planctomycete		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_organism,o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_marine_bacterium,o:uncultured_marine_bacterium	3.0000	0	3.0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_gamma_proteobacterium,o:uncultured_gamma_proteobacterium		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium	1.0000	0	1.0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium,o:uncultured_bacterium	32.0000	0	32.0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0500_16O16,o:uncultured_bacterium_HF0500_16O16		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0130_06E03,o:uncultured_bacterium_HF0130_06E03		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:marine_metagenome,o:marine_metagenome		0	0	18914	0	0
d:Bacteria,p:PAUC34f,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_Parcubacteria_group_bacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_candidate_division_WWE3_bacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:metagenome		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:Candidatus_Berkelbacteria_bacterium_RIFCSPHIGHO2_12_FULL_50_11		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_organism		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_alpha_proteobacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_OLB20		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:wastewater_metagenome		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:UBA9983		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Parcubacteria_group_bacterium_GW2011_GWA2_42_35		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Paceibacterales		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:GWB1-42-6		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:CG1-02-42-13		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:CG1-02-40-25		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Zambryskibacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Vogelbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Staskawiczbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Spechtbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Ryanbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Nomurabacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Nealsonbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Moranbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Liptonbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Jorgensenbacteria_bacterium_GWA1_54_12		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Jorgensenbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Giovannonibacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Colwellbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Brennerbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Azambacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Adlerbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:32-520		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_bacterium		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Woykebacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Woesebacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Roizmanbacteria		0	0	18914	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Pacebacteria		0	0	18914	0	0
