taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:Ignavibacteriales	2.0000	1	3.0	330866	.00000302	.3333
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:uncultured	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:TA06,c:uncultured_bacterium,o:uncultured_bacterium	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:FGL7S	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:Bacteroidetes,c:Chlorobia,o:Chlorobiales	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:AncK6,c:uncultured_bacterium,o:uncultured_bacterium	3.0000	1	4.0	330866	.00000302	.2500
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Thermoflexales	4.0000	1	5.0	330866	.00000302	.2000
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Immundisolibacterales	5.0000	1	6.0	330866	.00000302	.1666
d:Bacteria,p:Chloroflexi,c:TK17,o:uncultured_Chloroflexi_bacterium	5.0000	1	6.0	330866	.00000302	.1666
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:vadinBA26	5.0000	1	6.0	330866	.00000302	.1666
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:FW22	5.0000	1	6.0	330866	.00000302	.1666
d:Bacteria,p:Proteobacteria,c:Zetaproteobacteria,o:Mariprofundales	6.0000	1	7.0	330866	.00000302	.1428
d:Bacteria,p:PAUC34f,c:uncultured_planctomycete,o:uncultured_planctomycete	6.0000	1	7.0	330866	.00000302	.1428
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Leptolyngbyales	7.0000	1	8.0	330866	.00000302	.1250
d:Bacteria,p:Proteobacteria,c:Magnetococcia,o:Magnetococcales	8.0000	1	9.0	330866	.00000302	.1111
d:Bacteria,p:Modulibacteria,c:Moduliflexia,o:Moduliflexales	8.0000	1	9.0	330866	.00000302	.1111
d:Bacteria,p:Latescibacteria,c:Latescibacteria,o:Latescibacterales	8.0000	1	9.0	330866	.00000302	.1111
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Petrotogales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_RF39		1	1	330866	.00000302	1.0000
d:Bacteria,p:Poribacteria,c:uncultured_Firmicutes_bacterium,o:uncultured_Firmicutes_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_microorganism		1	1	330866	.00000302	1.0000
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_deep-sea_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_alpha_proteobacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:GWB1-42-6		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Moranbacteria		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Azambacteria		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Chisholmbacteria		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_prokaryote		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Microgenomates_group_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:Absconditabacteriales_(SR1)		1	1	330866	.00000302	1.0000
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_Microgenomates_group_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Omnitrophicaeota,c:uncultured_soil_bacterium_PBS-87,o:uncultured_soil_bacterium_PBS-87		1	1	330866	.00000302	1.0000
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Omnitrophica_bacterium,o:uncultured_Omnitrophica_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_organism,o:uncultured_organism		1	1	330866	.00000302	1.0000
d:Bacteria,p:Lentisphaerae,c:Oligosphaeria,o:P.palmC41		1	1	330866	.00000302	1.0000
d:Bacteria,p:Latescibacteria,c:uncultured_organism,o:uncultured_organism		1	1	330866	.00000302	1.0000
d:Bacteria,p:Firmicutes,c:Clostridia,o:Natranaerobiales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Epsilonbacteraeota,c:Campylobacteria,o:Nautiliales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Elusimicrobia,c:Lineage_IIc,o:uncultured_Termite_group_1_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Elusimicrobiales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Deferribacteres,c:Deferribacteres,o:Deferribacterales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Coprothermobacteraeota,c:Coprothermobacteria,o:Coprothermobacterales		1	1	330866	.00000302	1.0000
d:Bacteria,p:Chloroflexi,c:SHA-26,o:uncultured_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Chloroflexi,c:KD4-96,o:uncultured_Chloroflexi_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_sediment_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Acidobacteria,c:Subgroup_5,o:uncultured_Acidobacteria_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Acidobacteria,c:Subgroup_5,o:metagenome		1	1	330866	.00000302	1.0000
d:Bacteria,p:Acidobacteria,c:Subgroup_17,o:uncultured_bacterium		1	1	330866	.00000302	1.0000
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Salinisphaerales	11.0000	1	12.0	330866	.00000302	.0833
d:Bacteria,p:Lentisphaerae,c:Oligosphaeria,o:SS1-B-02-17	11.0000	1	12.0	330866	.00000302	.0833
d:Bacteria,p:Latescibacteria,c:uncultured_bacterium,o:uncultured_bacterium	12.0000	1	13.0	330866	.00000302	.0769
d:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales	12.0000	1	13.0	330866	.00000302	.0769
d:Bacteria,p:Cloacimonetes,c:Cloacimonadia,o:Cloacimonadales	13.0000	1	14.0	330866	.00000302	.0714
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales	14.0000	1	15.0	330866	.00000302	.0666
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pasteurellales	15.0000	1	16.0	330866	.00000302	.0625
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_actinobacterium_HF0500_01C15	17.0000	1	18.0	330866	.00000302	.0555
d:Bacteria,p:Acidobacteria,c:Subgroup_5,o:uncultured_bacterium	18.0000	1	19.0	330866	.00000302	.0526
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_bacterium	22.0000	1	23.0	330866	.00000302	.0434
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Elsterales	23.0000	1	24.0	330866	.00000302	.0416
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B2M28	24.0000	1	25.0	330866	.00000302	.0400
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_bacterium	25.0000	1	26.0	330866	.00000302	.0384
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EV818SWSAP88	30.0000	1	31.0	330866	.00000302	.0322
d:Bacteria,p:Margulisbacteria,c:uncultured_marine_bacterium,o:uncultured_marine_bacterium	33.0000	1	34.0	330866	.00000302	.0294
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Gemmatales	35.0000	1	36.0	330866	.00000302	.0277
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidetes_VC2.1_Bac22	42.0000	1	43.0	330866	.00000302	.0232
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales	52.0000	1	53.0	330866	.00000302	.0188
d:Bacteria,p:Bacteroidetes,c:Rhodothermia,o:Balneolales	55.0000	1	56.0	330866	.00000302	.0178
d:Bacteria,p:Acidobacteria,c:Subgroup_26,o:uncultured_bacterium	56.0000	1	57.0	330866	.00000302	.0175
d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:marine_metagenome	63.0000	1	64.0	330866	.00000302	.0156
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HgCo23	74.0000	1	75.0	330866	.00000302	.0133
d:Bacteria,p:Acidobacteria,c:Holophagae,o:Acanthopleuribacterales	104.0000	1	105.0	330866	.00000302	.0095
d:Bacteria,p:Margulisbacteria,c:metagenome,o:metagenome	124.0000	1	125.0	330866	.00000302	.0080
d:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales	128.0000	1	129.0	330866	.00000302	.0077
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_bacterium	134.0000	1	135.0	330866	.00000302	.0074
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EPR3968-O8a-Bc78	137.0000	1	138.0	330866	.00000302	.0072
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JTB23	191.0000	1	192.0	330866	.00000302	.0052
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Ga0077536	213.0000	1	214.0	330866	.00000302	.0046
d:Bacteria,p:PAUC34f,c:uncultured_bacterium,o:uncultured_bacterium	243.0000	1	244.0	330866	.00000302	.0040
d:Bacteria,p:Kiritimatiellaeota,c:Kiritimatiellae,o:Kiritimatiellales	253.0000	1	254.0	330866	.00000302	.0039
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:metagenome,o:metagenome	278.0000	1	279.0	330866	.00000302	.0035
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales	286.0000	1	287.0	330866	.00000302	.0034
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:OM182_clade	654.0000	1	655.0	330866	.00000302	.0015
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Arctic97B-4_marine_group	1131.0000	1	1132.0	330866	.00000302	.0008
d:Eukaryota,p:SAR,c:Stramenopiles,o:Ochrophyta		0	0	330866	0	0
d:Eukaryota,p:SAR,c:Rhizaria,o:Retaria		0	0	330866	0	0
d:Eukaryota,p:SAR,c:Alveolata,o:Protalveolata	1.0000	0	1.0	330866	0	0
d:Eukaryota,p:Opisthokonta,c:Nucletmycea,o:Fungi		0	0	330866	0	0
d:Eukaryota,p:Opisthokonta,c:Holozoa,o:Metazoa_(Animalia)		0	0	330866	0	0
d:Bacteria,p:Zixibacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:WS4,c:uncultured_Thermoanaerobacterales_bacterium,o:uncultured_Thermoanaerobacterales_bacterium		0	0	330866	0	0
d:Bacteria,p:WS2,c:uncultured_Firmicutes_bacterium,o:uncultured_Firmicutes_bacterium		0	0	330866	0	0
d:Bacteria,p:WPS-2,c:marine_metagenome,o:marine_metagenome	37.0000	0	37.0	330866	0	0
d:Bacteria,p:WOR-1,c:uncultured_bacterium,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:S-BQ2-57_soil_group	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Methylacidiphilales		0	0	330866	0	0
d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:LD1-PB3	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Thermotogae,c:Thermotogae,o:Kosmotogales		0	0	330866	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_Incertae_Sedis	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Haloplasmatales		0	0	330866	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Entomoplasmatales	6.0000	0	6.0	330866	0	0
d:Bacteria,p:TA06,c:uncultured_organism,o:uncultured_organism		0	0	330866	0	0
d:Bacteria,p:Spirochaetes,c:V2072-189E03,o:uncultured_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Spirochaetes,c:uncultured,o:uncultured_organism		0	0	330866	0	0
d:Bacteria,p:Spirochaetes,c:Spirochaetia,o:Brevinematales		0	0	330866	0	0
d:Bacteria,p:Spirochaetes,c:Leptospirae,o:Leptospirales	27.0000	0	27.0	330866	0	0
d:Bacteria,p:Spirochaetes,c:Brachyspirae,o:Brachyspirales		0	0	330866	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_proteobacterium,o:uncultured_proteobacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_bacterium,o:uncultured_bacterium	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Rokubacteriales	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Methylomirabilales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WN-HWB-116	25.0000	0	25.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WD260	15.0000	0	15.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:UBA4486	15.0000	0	15.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiohalorhabdales	53.0000	0	53.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Tenderiales	18.0000	0	18.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB50	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB30		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SS1-B-04-55	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:S1-3-65	16.0000	0	16.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:R7C24		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:P0X4b2H11	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Orbales		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrococcales	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Milano-WF1B-44	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales	121.0000	0	121.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MBMPE27	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MBAE14	115.0000	0	115.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:KF-JG30-C25	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:I3A	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HglApr721	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Halothiobacillales	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:GB102	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:F9P41300-M23	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:eub62A3	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:D90	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CHAB-XI-27	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CH2b56	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCM19a	158.0000	0	158.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCD24	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cardiobacteriales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD7-8		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B108		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s2-59	34.0000	0	34.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:211ds20		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:1013-28-CG33	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:TX1A-33		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Thermodesulfobacteriales		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales	26.0000	0	26.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:RCP2-54		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Deltaproteobacteria_Incertae_Sedis	6.0000	0	6.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Apal-E12		0	0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Reyranellales	27.0000	0	27.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:NRL2	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Emcibacterales	17.0000	0	17.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dstr-E11	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales	16.0000	0	16.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caedibacterales	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Alphaproteobacteria_Incertae_Sedis	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Clostridium_sp.,o:uncultured_Clostridium_sp.		0	0	330866	0	0
d:Bacteria,p:Poribacteria,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_organism	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_microorganism	10.0000	0	10.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:metagenome	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:SPG12-343-353-B69,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_planctomycete	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_organism		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:uncultured	22.0000	0	22.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Isosphaerales	20.0000	0	20.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_rumen_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_planctomycete	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_organism	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_bacterium_wb1_E15		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_sediment_bacterium		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_Planctomycetales_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_organism	13.0000	0	13.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:marine_metagenome	25.0000	0	25.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:S-70		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Pla1_lineage	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:DG-20	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:CCM11a	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Amsterdam-1B-07		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Rhodopirellula_sp.	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetales_bacterium	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetaceae_bacterium	18.0000	0	18.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomyces_sp.	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_organism	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_marine_bacterium	9.0000	0	9.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_deep-sea_bacterium		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:marine_metagenome	29.0000	0	29.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_planctomycete	7.0000	0	7.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetaceae_bacterium	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_marine_bacterium		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_bacterium	5.0000	0	5.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:metagenome	4.0000	0	4.0	330866	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_planctomycete		0	0	330866	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_bacterium	3.0000	0	3.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_organism,o:uncultured_organism	3.0000	0	3.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_microorganism,o:uncultured_microorganism	2.0000	0	2.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_marine_bacterium,o:uncultured_marine_bacterium	16.0000	0	16.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_gamma_proteobacterium,o:uncultured_gamma_proteobacterium	8.0000	0	8.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium	34.0000	0	34.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0500_16O16,o:uncultured_bacterium_HF0500_16O16	4.0000	0	4.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0130_06E03,o:uncultured_bacterium_HF0130_06E03	67.0000	0	67.0	330866	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Acidobacteria_bacterium,o:uncultured_Acidobacteria_bacterium		0	0	330866	0	0
d:Bacteria,p:PAUC34f,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_candidate_division_WWE3_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_bacterium	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:GW2011-GWA2-46-7	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Spechtbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Lloydbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Colwellbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Woykebacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Levybacteria	3.0000	0	3.0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Gottesmanbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Daviesbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_soil_bacterium		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Candidatus_Gracilibacteria_bacterium		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_microorganism		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:candidate_division_CPR2_bacterium_GW2011_GWC2_39_35		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_bacterium		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Candidatus_Jacksonbacteria		0	0	330866	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Candidatus_Buchananbacteria	2.0000	0	2.0	330866	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_deep-sea_bacterium,o:uncultured_deep-sea_bacterium		0	0	330866	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_organism		0	0	330866	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:Omnitrophales	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:Thermodesulfovibrionales		0	0	330866	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_bacterium	1.0000	0	1.0	330866	0	0
