taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Eukaryota,p:Amoebozoa,c:Myxogastria,o:Amaurochaete		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Mycamoeba,o:metagenome		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Mycamoeba,o:Amoebozoa_sp._amCP10		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Luapeleamoeba		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Ischnamoeba		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Dictyamoeba	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Incertae_Sedis,o:Arboramoeba	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:Telaepolella	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:soil_amoeba_AND16	1.0000	0	1.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:Heliamoeba		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Gracilipodida,o:Filamoeba		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Discosea,o:Mayorella_sp._JJP-2003		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Polysphondylium	3.0000	0	3.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Dictyostelia,o:Dictyostelium	3.0000	0	3.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:uncultured_eukaryote		0	0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Schizoplasmodiopsis	2.0000	0	2.0	74551	0	0
d:Eukaryota,p:Amoebozoa,c:Cavosteliida,o:Gephyramoeba_sp._ATCC50654	1.0000	0	1.0	74551	0	0
d:Bacteria,p:Tenericutes,c:Mollicutes,o:Mollicutes_Incertae_Sedis	1.0000	0	1.0	74551	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales		0	0	74551	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales		0	0	74551	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_bacterium		0	0	74551	0	0
d:Bacteria,p:Latescibacteria,c:Latescibacteria,o:Latescibacterales		0	0	74551	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:MBA03		0	0	74551	0	0
d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales	1.0000	0	1.0	74551	0	0
d:Bacteria,p:BRC1,c:uncultured_organism,o:uncultured_organism		0	0	74551	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Flavobacteriales	1.0000	0	1.0	74551	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Chitinophagales	1.0000	0	1.0	74551	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales		0	0	74551	0	0
d:Archaea,p:Thaumarchaeota,c:Marine_Benthic_Group_A,o:uncultured_crenarchaeote		0	0	74551	0	0
d:Archaea,p:Nanoarchaeaeota,c:Woesearchaeia,o:uncultured_euryarchaeote	1.0000	0	1.0	74551	0	0
d:Archaea,p:Hydrothermarchaeota,c:uncultured_archaeon,o:uncultured_archaeon		0	0	74551	0	0
d:Archaea,p:Euryarchaeota,c:Methanomicrobia,o:Methanosarcinales		0	0	74551	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_crenarchaeote	1.0000	0	1.0	74551	0	0
d:Archaea,p:Asgardaeota,c:Odinarchaeia,o:uncultured_archaeon		0	0	74551	0	0
d:Archaea,p:Altiarchaeota,c:Altiarchaeia,o:Candidatus_Altiarchaeales_archaeon_IMC4		0	0	74551	0	0
